"","st_fips","cty_fips","pop","mcare_elig","unemp","pct_pov","uninsured","median_inc","mcare_enroll","year"
"7679",24,45,100896,16813,8.1,16.5,14.8,47536,14075,2013
"7680",24,47,51620,13702,11.2,13.1,14,52276,11829,2013
"7681",24,510,622104,94992,9.6,22.7,12.8,41988,76327,2013
"7682",25,1,214990,67012,7.6,9.6,4.7,60685,60592,2013
"7683",25,3,129585,31042,7.1,12.8,4.2,51431,25391,2013
"7684",25,5,552780,107179,9.7,14.1,4.8,53626,83754,2013
"7685",25,7,17256,3846,7.3,9,5.9,58276,3475,2013
"7686",25,9,762550,137230,7.5,11.6,4.8,67235,113148,2013
"7687",25,11,71221,15193,6.6,12.6,4.2,51828,11795,2013
"7688",25,13,467319,91006,8.9,17.9,5.1,48560,69110,2013
"7689",25,15,159596,27724,6.1,13.1,4.1,61911,22188,2013
"7690",25,17,1552802,241609,5.6,8.7,4,82118,208689,2013
"7691",25,19,10399,1615,5.9,8.8,6.5,71259,1459,2013
"7692",25,21,687802,117092,6,6.9,3,83830,98801,2013
"7693",25,23,501915,93088,7.2,8,4,75264,76933,2013
"7694",25,25,755503,97764,7,20.4,5.3,54164,75610,2013
"7695",25,27,809106,135695,7.9,13,4.2,62268,108408,2013
"7696",26,1,10578,4204,12,16.4,18.8,36334,3337,2013
"7697",26,3,9522,2462,11,15.8,16,38821,1998,2013
"7698",26,5,112531,19312,7.2,13.3,13.1,55274,13797,2013
"7699",26,7,29091,8067,10,17.9,14,38784,6719,2013
"7700",26,9,23370,6609,11.2,14,15.9,46890,5132,2013
"7701",26,11,15487,4266,12.3,18.2,15.9,38201,3698,2013
"7702",26,13,8695,1769,14.9,16.6,16.5,40402,1601,2013
"7703",26,15,59097,11461,6.9,11.2,11.7,51040,7985,2013
"7704",26,17,106832,23922,9.1,16.9,12.5,42305,18492,2013
"7705",26,19,17428,4692,10.7,13.1,15.8,43145,3836,2013
"7706",26,21,155252,33015,9,16.9,14.9,44291,29263,2013
"7707",26,23,43649,8704,8.5,16.9,14.3,43947,6722,2013
"7708",26,25,135012,28140,7.6,18.7,13.1,44343,21358,2013
"7709",26,27,51910,11042,8,17.2,14.5,42875,6271,2013
"7710",26,29,26129,6345,11,14.9,14.1,45629,5571,2013
"7711",26,31,25726,7402,11.8,18.7,17.5,37949,5332,2013
"7712",26,33,38696,7489,11.7,16.6,16.7,45416,6108,2013
"7713",26,35,30569,8539,12.1,24.1,14.9,33605,6409,2013
"7714",26,37,76739,12241,6.9,9.8,9.9,61733,8471,2013
"7715",26,39,13904,3611,10.7,17.6,14.4,37627,2437,2013
"7716",26,41,36905,9621,9.9,16.1,13.1,41287,8012,2013
"7717",26,43,26098,6350,7.9,15.3,12.3,43290,5429,2013
"7718",26,45,108348,20229,7.5,11.5,10.1,53764,12668,2013
"7719",26,47,33140,7335,11.5,11.3,13.9,48399,7060,2013
"7720",26,49,415376,82111,9.7,21.7,11.4,41393,64651,2013
"7721",26,51,25493,7714,12.6,21,16.2,35049,6286,2013
"7722",26,53,15916,4182,10.5,23,15.1,33679,3660,2013
"7723",26,55,89987,17818,7.6,11.6,12.4,50755,17474,2013
"7724",26,57,41968,7857,9.7,19.5,12.5,42026,6602,2013
"7725",26,59,46101,9212,9.8,18.2,14.8,40363,7246,2013
"7726",26,61,36225,6960,9.3,21.9,14.9,36947,5392,2013
"7727",26,63,32224,8585,9,15.7,14.8,41044,7248,2013
"7728",26,65,282234,41709,7.5,22.4,12,44979,40086,2013
"7729",26,67,64073,9976,7.8,13.3,11.4,49047,7828,2013
"7730",26,69,25429,8412,12.4,19.9,15.5,36103,6967,2013
"7731",26,71,11516,3582,9.8,15.2,14.1,34698,2805,2013
"7732",26,73,70436,9381,6.9,28.8,14.6,39991,7550,2013
"7733",26,75,160369,30965,8.8,18.9,12.1,45002,24870,2013
"7734",26,77,256725,41989,7.1,17.7,12.8,46445,33337,2013
"7735",26,79,17196,4174,10.8,17.9,15.5,39269,2561,2013
"7736",26,81,621700,92777,6.5,14.8,12.3,51997,75073,2013
"7737",26,83,2191,657,13.2,14,14.8,37229,800,2013
"7738",26,85,11386,3492,13.1,31,17,30656,2414,2013
"7739",26,87,88389,16552,10.8,11.1,12.1,53506,12528,2013
"7740",26,89,21747,6068,8.3,10.2,15.8,56335,4301,2013
"7741",26,91,99188,20132,8.8,16,12.8,46693,16800,2013
"7742",26,93,184443,30058,8.1,6.4,8.9,71075,20951,2013
"7743",26,95,6502,1523,10.8,23.4,14.3,38284,1204,2013
"7744",26,97,11061,3116,11.7,14.6,19.7,38839,2481,2013
"7745",26,99,854769,155177,9.1,13.4,12.5,52954,127711,2013
"7746",26,101,24450,6677,10.7,17.9,15.5,41258,5394,2013
"7747",26,103,67700,13245,8.3,15.4,12.5,45170,10766,2013
"7748",26,105,28605,7251,9.2,15.7,14.3,40438,6000,2013
"7749",26,107,43108,8502,9.6,23.6,13.9,39764,6985,2013
"7750",26,109,23791,5714,7.1,16.2,14.2,40866,4650,2013
"7751",26,111,83919,15924,7.6,14.7,10.4,53007,12469,2013
"7752",26,113,15051,3328,12.1,15.6,15.2,40226,2417,2013
"7753",26,115,150376,27661,8.1,12.5,10.5,55745,21906,2013
"7754",26,117,63105,12521,11,18.8,13.5,40790,10506,2013
"7755",26,119,9350,3507,15.3,20.4,17.3,33742,3185,2013
"7756",26,121,171008,34716,9,20.4,12.2,41556,25860,2013
"7757",26,123,48001,10452,8.8,17.2,14.5,43238,7190,2013
"7758",26,125,1231640,210431,8.1,10.2,10.7,67281,177294,2013
"7759",26,127,26245,6122,11.5,18.3,17.6,43134,5105,2013
"7760",26,129,21234,6352,11.2,22.2,15.3,34778,4955,2013
"7761",26,131,6322,2267,14.5,16.4,16.5,33116,1890,2013
"7762",26,133,23259,5497,11.4,22.4,14.4,38407,4832,2013
"7763",26,135,8379,2698,14.6,19.9,18.4,31094,1660,2013
"7764",26,137,24129,5524,11.1,13.6,13.6,47016,4640,2013
"7765",26,139,272701,41771,6.7,11.3,10.9,57994,36671,2013
"7766",26,141,13062,4268,14.8,15.6,16.6,38648,3749,2013
"7767",26,143,24014,8931,12.5,22.2,15.7,31690,7446,2013
"7768",26,145,196542,41574,9.1,18.7,12,41510,32641,2013
"7769",26,147,160469,32229,10.6,15.8,12.3,49949,26388,2013
"7770",26,149,60964,11899,7.7,17.4,13.7,43891,9428,2013
"7771",26,151,41823,9453,10.6,15.8,15.5,41502,7597,2013
"7772",26,153,8247,2104,13.1,18,15.6,38514,1959,2013
"7773",26,155,68900,13958,9.7,15.9,12.6,43839,11889,2013
"7774",26,157,54263,12155,10.5,16.6,14.3,41441,9865,2013
"7775",26,159,75455,14865,9.2,17.8,16.3,44782,12842,2013
"7776",26,161,354240,48685,5.9,16.3,10.4,59965,39714,2013
"7777",26,163,1775273,307316,10.5,25.1,15.8,40485,237216,2013
"7778",26,165,32645,7214,12.1,19.8,13.8,39566,5933,2013
"7779",27,1,15742,4255,7.1,13.3,12.7,41784,4432,2013
"7780",27,3,339534,46247,5.1,7.6,8.7,70619,34358,2013
"7781",27,5,33231,7488,5.5,13.5,11.8,49183,5982,2013
"7782",27,7,45670,7531,6.6,20.2,14.2,42364,6616,2013
"7783",27,9,39214,5646,5.8,11.9,9.2,51564,3649,2013
"7784",27,11,5122,1422,5.1,12.8,10.6,44637,1272,2013
"7785",27,13,65528,9590,4.2,17,9.4,51283,8972,2013
"7786",27,15,25332,5665,4.9,9.6,8.3,52061,5158,2013
"7787",27,17,35460,6754,6.1,12.1,10,52670,5749,2013
"7788",27,19,95562,10309,4.7,4.9,6.3,86759,8168,2013
"7789",27,21,28555,8321,8.1,15.3,13.7,48367,6106,2013
"7790",27,23,12093,2460,5,11.1,10.7,55232,2184,2013
"7791",27,25,53761,8276,6,6.8,8,71397,7821,2013
"7792",27,27,60661,8739,3.7,12.4,8.7,52567,7387,2013
"7793",27,29,8838,1891,11.2,16.4,13.1,44123,1663,2013
"7794",27,31,5200,1417,5.5,10.1,14,48124,1275,2013
"7795",27,33,11616,2881,5.2,14.5,10,45453,1967,2013
"7796",27,35,63208,15094,6.7,11.3,10.2,48661,13399,2013
"7797",27,37,408509,54497,4.7,8.4,7.7,73833,33835,2013
"7798",27,39,20349,2963,5,7.3,7.6,73799,2550,2013
"7799",27,41,36545,8958,4.3,10.4,7.9,52122,7938,2013
"7800",27,43,14191,3488,5.6,11.5,10.5,47191,3196,2013
"7801",27,45,20835,4482,5,10.7,11.5,51323,4229,2013
"7802",27,47,30948,7392,5.1,10.5,10.9,47698,6155,2013
"7803",27,49,46464,9073,5,9.3,8.8,61428,7932,2013
"7804",27,51,5989,1612,5.9,10.7,10.1,49618,1387,2013
"7805",27,53,1198778,168106,4.7,12.2,10.2,64331,147624,2013
"7806",27,55,18799,4045,5.8,10.4,8.8,51160,3606,2013
"7807",27,57,20658,5262,7.5,13.4,12.4,46530,4252,2013
"7808",27,59,38204,6206,6,8.4,8.9,58436,4621,2013
"7809",27,61,45564,10976,7.5,13.1,11.3,46834,8923,2013
"7810",27,63,10260,2262,3.5,9.6,8.5,56397,2187,2013
"7811",27,65,15996,3565,9.2,14.2,10.7,46940,2515,2013
"7812",27,67,42410,8454,4.6,11.9,10.4,53290,6886,2013
"7813",27,69,4503,1082,5.3,10.1,9,48458,978,2013
"7814",27,71,13206,3253,8.7,16.9,12.1,44817,2801,2013
"7815",27,73,7027,1779,5,10.5,9.3,46805,1481,2013
"7816",27,75,10777,2809,5.8,11.1,9,50875,2282,2013
"7817",27,77,3929,972,5.8,12.4,12.4,42644,861,2013
"7818",27,79,27810,4611,6.5,8.9,9,60190,5077,2013
"7819",27,81,5830,1441,4.3,11.4,10.7,48205,1313,2013
"7820",27,83,25487,4403,4.2,12.8,9.7,51011,4228,2013
"7821",27,85,35918,6801,5.7,8.8,7.9,54971,6607,2013
"7822",27,87,5532,872,5.7,24.3,14.1,39706,940,2013
"7823",27,89,9425,2011,7.3,9.2,10.8,53692,1819,2013
"7824",27,91,20422,5088,5.1,11.6,9.4,51118,4446,2013
"7825",27,93,23119,4541,5.6,9.4,9.8,55327,3841,2013
"7826",27,95,25833,5587,8.1,12.1,11.5,48978,5400,2013
"7827",27,97,32872,6681,6.9,12.2,10.8,48716,5653,2013
"7828",27,99,39327,8070,4.4,13.7,12.7,50479,7177,2013
"7829",27,101,8533,2089,4.3,9.6,9.8,53300,1811,2013
"7830",27,103,33032,5032,3.8,11.4,7.3,58620,3876,2013
"7831",27,105,21617,3798,3.9,14.2,16,50936,3203,2013
"7832",27,107,6631,1581,5.2,13.6,10.7,45276,1330,2013
"7833",27,109,149226,22899,4.1,8.3,7.9,65829,19540,2013
"7834",27,111,57581,13948,5.3,11.8,9.7,48157,11961,2013
"7835",27,113,14118,2679,5.7,10.7,7.9,47300,2267,2013
"7836",27,115,29104,5892,7.5,15.7,12.4,43026,5043,2013
"7837",27,117,9270,1937,3.9,12.4,11.5,47613,1916,2013
"7838",27,119,31569,6169,4.7,13.3,10,52706,5179,2013
"7839",27,121,10932,2544,4,11,9.3,55404,2310,2013
"7840",27,123,526714,78682,5,16.2,11.7,56293,88026,2013
"7841",27,125,4057,806,6.6,11.2,11.8,45019,747,2013
"7842",27,127,15744,3415,5.4,10.2,11,50453,3090,2013
"7843",27,129,15166,3295,5.8,11.8,10.3,53823,2843,2013
"7844",27,131,65049,9971,5.5,11.6,10.1,58644,8574,2013
"7845",27,133,9520,2129,3.3,10.5,9.7,54045,1872,2013
"7846",27,135,15520,2763,4.2,8.7,9.3,51576,2329,2013
"7847",27,137,200540,41632,6.3,16.5,9.5,46022,33758,2013
"7848",27,139,137232,13948,4.7,5.9,7.7,85481,10348,2013
"7849",27,141,90158,10702,5.6,6.5,7.1,74915,6390,2013
"7850",27,143,15072,2880,4.8,9.8,11.2,56007,2327,2013
"7851",27,145,152092,23412,5,12.7,9.1,56705,23674,2013
"7852",27,147,36465,6369,4.6,10.7,7.4,53932,5454,2013
"7853",27,149,9735,1681,3.3,14,9.5,56140,1583,2013
"7854",27,151,9546,2128,5.5,10.3,9,52083,2003,2013
"7855",27,153,24382,5289,5.5,13.5,14.3,43974,4094,2013
"7856",27,155,3445,942,4.7,11.9,12.2,50451,895,2013
"7857",27,157,21443,4279,4.6,9.4,8.6,52617,4378,2013
"7858",27,159,13804,3482,7.1,15.5,11.2,39805,3030,2013
"7859",27,161,19098,3632,5.7,10.3,8.9,53448,2947,2013
"7860",27,163,246603,34059,4.6,5.8,6.3,81052,18966,2013
"7861",27,165,11137,2181,5.7,11.2,15.4,48064,2095,2013
"7862",27,167,6557,1380,3.8,11,8.5,52849,1184,2013
"7863",27,169,51232,8360,4.6,14.4,9.9,49636,7179,2013
"7864",27,171,128470,16082,5.4,7.1,7.4,71999,13593,2013
"7865",27,173,10143,2346,4.9,10.8,10,50311,2190,2013
"7866",28,1,32090,6830,8.6,30.9,21.4,31385,5397,2013
"7867",28,3,37316,8777,8,24.8,19.7,33467,6092,2013
"7868",28,5,12899,3033,9.4,24.1,23.2,33571,2035,2013
"7869",28,7,19317,4211,10.5,26.7,19.5,31644,3364,2013
"7870",28,9,8571,1853,11.3,27.8,22.1,30198,1377,2013
"7871",28,11,34049,6659,10.4,37.7,20.1,29622,4891,2013
"7872",28,13,14734,3461,9.6,25.8,24.2,32656,2269,2013
"7873",28,15,10385,2505,8.5,18.7,24.1,37283,1620,2013
"7874",28,17,17311,3866,11.4,24.4,21.5,32525,2948,2013
"7875",28,19,8371,1707,9.3,25.9,20.5,32922,1154,2013
"7876",28,21,9253,1680,15.6,40.9,20.3,25438,1177,2013
"7877",28,23,16415,3878,9.9,21.8,20.6,34141,2961,2013
"7878",28,25,20408,4169,18.2,31,21.4,30935,2866,2013
"7879",28,27,25182,4839,13.1,39.5,19.2,27500,3318,2013
"7880",28,29,28921,5614,9.2,29.6,20.5,32060,4579,2013
"7881",28,31,19423,3936,7.5,28.2,22.5,32999,3051,2013
"7882",28,33,168240,23364,6.3,12,17.1,59043,18643,2013
"7883",28,35,77059,12271,7.9,28,21.4,34391,12596,2013
"7884",28,37,7931,1798,9.4,23.1,21.5,35963,1232,2013
"7885",28,39,23159,4005,9.6,18.8,20,43597,3631,2013
"7886",28,41,14244,2373,10.6,23.7,21.7,38192,1257,2013
"7887",28,43,21612,4999,9.2,25.2,19,31703,3672,2013
"7888",28,45,45566,8210,8.2,20.2,22.7,43870,6143,2013
"7889",28,47,196500,32084,7.9,22.7,21.3,41657,26240,2013
"7890",28,49,244899,37946,7.8,29.7,19.6,34826,29370,2013
"7891",28,51,18428,3802,16.5,45.7,21,22674,2740,2013
"7892",28,53,8922,1785,14.2,48.3,21.4,22599,1258,2013
"7893",28,55,1395,164,14.4,42.5,22.5,31254,128,2013
"7894",28,57,23434,5327,8.8,19.4,20.1,39927,2903,2013
"7895",28,59,140450,24524,9,16.4,19.9,47813,17543,2013
"7896",28,61,16470,3730,9.7,24.2,21.2,33606,2726,2013
"7897",28,63,7629,1526,16.4,35.4,21.5,26401,934,2013
"7898",28,65,11948,2528,11.2,30.1,23.7,27754,1687,2013
"7899",28,67,68961,13413,6.5,21.6,21.1,36204,10344,2013
"7900",28,69,10294,1959,12.3,30.4,24.3,30849,1383,2013
"7901",28,71,51318,6494,6.7,27.8,20.6,40749,4535,2013
"7902",28,73,58801,7947,6.2,16.4,18.3,51337,4241,2013
"7903",28,75,80254,14246,8.7,26.2,18.5,35038,11512,2013
"7904",28,77,12514,3040,9.4,20.2,20.4,36317,2652,2013
"7905",28,79,23389,4175,9.8,27.9,26.2,34099,3324,2013
"7906",28,81,85340,15834,8.2,18,17.5,43221,12697,2013
"7907",28,83,31607,5623,12.7,44.8,21.3,24704,4214,2013
"7908",28,85,34810,7003,8.3,26.9,20.3,33632,4964,2013
"7909",28,87,59922,10737,9.6,23.5,19,38839,8594,2013
"7910",28,89,100412,14274,6.3,12.7,15.4,64657,11406,2013
"7911",28,91,26180,5487,9.5,27.5,21.6,32628,3994,2013
"7912",28,93,36515,6823,10.4,23.4,22.6,36728,5569,2013
"7913",28,95,36116,8115,12.1,22.8,20.4,36264,5565,2013
"7914",28,97,10553,2563,11.4,23.7,20.9,30128,2069,2013
"7915",28,99,29507,5482,6.8,24.9,23.2,34719,3301,2013
"7916",28,101,21689,4604,7.6,22.1,21.5,36904,4390,2013
"7917",28,103,11089,2335,15.5,38.6,24.5,26459,1612,2013
"7918",28,105,49043,6087,8.6,31.2,20,33594,4991,2013
"7919",28,107,34402,6745,11.1,25.9,21.1,33129,4816,2013
"7920",28,109,55072,11998,8.5,23.4,21.4,41706,8744,2013
"7921",28,111,12131,2417,9.1,24,21.9,34771,1654,2013
"7922",28,113,40014,8174,10,28.9,19.4,30835,6482,2013
"7923",28,115,30897,5775,7.9,16.3,21.4,40245,3703,2013
"7924",28,117,25388,5474,9.1,21.1,21.4,34219,4566,2013
"7925",28,119,7803,1686,13.3,43.5,23,26100,1159,2013
"7926",28,121,146767,23456,5.1,11.6,15.5,55838,17503,2013
"7927",28,123,28273,5180,6.4,27.2,26.1,31850,4169,2013
"7928",28,125,4708,1032,11.5,38.5,20.7,27380,718,2013
"7929",28,127,27500,5243,7.3,26.9,21.5,35039,3829,2013
"7930",28,129,16225,3328,7.9,20.4,21.7,36581,1943,2013
"7931",28,131,18016,3211,7.6,22.4,21,40294,2749,2013
"7932",28,133,27997,4554,13.9,37.8,21.5,28562,2885,2013
"7933",28,135,15081,2693,11.3,36.2,22,29780,1741,2013
"7934",28,137,28373,5286,8.9,19.4,20.2,40624,3947,2013
"7935",28,139,22084,5074,10.5,24.4,22,35908,3710,2013
"7936",28,141,19529,4944,9.5,18.8,20.9,35891,4062,2013
"7937",28,143,10560,1681,14.5,32.2,17.2,30033,1124,2013
"7938",28,145,27754,5911,7.4,18.8,22.1,40148,3922,2013
"7939",28,147,14931,3199,10.8,25,24.3,30289,1994,2013
"7940",28,149,48218,8724,9.8,26.2,19,41883,6685,2013
"7941",28,151,49688,9688,13.8,34.8,20.4,28948,7081,2013
"7942",28,153,20539,3940,10.8,25.7,20.8,31688,2453,2013
"7943",28,155,9987,2807,12.1,22.9,21.7,34930,1760,2013
"7944",28,157,9381,1866,11.1,35.2,20.7,26373,1326,2013
"7945",28,159,18788,4467,11.8,29.5,20.9,30961,3072,2013
"7946",28,161,12373,3465,9.3,26.9,19,32660,2760,2013
"7947",28,163,27883,4704,10.9,41.8,19.8,28757,3403,2013
"7948",29,1,25572,4244,5.4,24.9,16.7,35282,3195,2013
"7949",29,3,17445,3024,4.8,10.1,13.2,54185,1992,2013
"7950",29,5,5449,1401,5.2,13.2,14.9,43215,1217,2013
"7951",29,7,25661,5068,5.8,19.7,16.8,41164,3948,2013
"7952",29,9,35572,7890,5.8,20.2,21.7,36573,6777,2013
"7953",29,11,12275,2773,7.7,18.5,18.7,37723,2024,2013
"7954",29,13,16550,3722,7.3,21.6,17.9,38586,2820,2013
"7955",29,15,18932,6151,6.9,23.1,21.9,32563,5057,2013
"7956",29,17,12490,2805,7,19.6,18.4,37627,1820,2013
"7957",29,19,170773,21469,4.5,19.8,13.1,49118,17138,2013
"7958",29,21,89631,16067,5.5,17.8,15.4,43461,13437,2013
"7959",29,23,43083,10194,6.6,22,16.1,35381,7009,2013
"7960",29,25,9097,1908,6.8,15.3,17.8,41546,1700,2013
"7961",29,27,44359,7872,5.8,13.8,14,45573,5627,2013
"7962",29,29,43862,11080,8,18,19.1,41314,8055,2013
"7963",29,31,77320,13732,5.9,15.8,13.3,44248,11303,2013
"7964",29,33,9127,2200,6.5,17.7,17.1,41279,1888,2013
"7965",29,35,6291,1547,7.5,23.7,21.4,30017,1168,2013
"7966",29,37,100641,17022,6.3,9.2,12.2,63031,12381,2013
"7967",29,39,13913,3923,6.1,25.5,19.3,30816,3020,2013
"7968",29,41,7628,1873,5.7,16.8,17.6,40352,1417,2013
"7969",29,43,80899,13776,5.4,11.4,15.1,51394,10938,2013
"7970",29,45,6910,1572,7.3,17.5,18.9,39712,1173,2013
"7971",29,47,230473,34781,6.3,10,11.8,60641,29555,2013
"7972",29,49,20571,3464,7.1,11.5,14.8,52461,3490,2013
"7973",29,51,76699,12611,5.2,13.7,12.6,52023,10811,2013
"7974",29,53,17647,3378,6.3,15.5,15.3,44397,2675,2013
"7975",29,55,24543,5404,7.2,20.1,17.4,37299,3291,2013
"7976",29,57,7578,1946,6.2,18.4,19.6,36720,1550,2013
"7977",29,59,16535,3842,7.3,21.7,20.7,37540,2600,2013
"7978",29,61,8294,1780,6,18.9,22.8,38332,1365,2013
"7979",29,63,12840,2027,6.1,17.2,16.2,44286,1337,2013
"7980",29,65,15730,3718,6.4,23,19.8,34761,2810,2013
"7981",29,67,13515,3217,7.3,22.5,21.3,31289,2219,2013
"7982",29,69,31712,7498,8,27,17.2,32050,5292,2013
"7983",29,71,101816,19058,7,10.8,14,51138,16268,2013
"7984",29,73,14901,3675,6.2,15.8,17.1,41270,3192,2013
"7985",29,75,6775,1735,4.8,16.1,18.4,39265,1316,2013
"7986",29,77,283870,51823,5.4,20.2,17.3,38525,41575,2013
"7987",29,79,10355,2417,5.4,21.4,17,37172,2073,2013
"7988",29,81,8741,2073,6.3,19,19,36229,1802,2013
"7989",29,83,22059,5826,6.4,18.4,16,39666,4710,2013
"7990",29,85,9305,3105,10,24.7,23.9,30040,2234,2013
"7991",29,87,4568,1111,4.8,13.1,17,41213,962,2013
"7992",29,89,10257,2013,5.6,15.9,16.9,41356,1524,2013
"7993",29,91,40393,9732,6.1,27.6,17.1,31665,7704,2013
"7994",29,93,10344,2636,7.3,22,17.5,32994,2004,2013
"7995",29,95,679996,111257,7.5,17.2,17.8,46802,90985,2013
"7996",29,97,116398,20912,5.7,18.3,17.8,40530,19126,2013
"7997",29,99,221396,36275,6.9,11.5,13.5,55305,26096,2013
"7998",29,101,54572,7118,6.1,17.7,14.4,45011,5681,2013
"7999",29,103,4067,961,4.5,21.3,25.4,34894,804,2013
"8000",29,105,35667,7844,8.7,22.1,16.7,36632,6223,2013
"8001",29,107,32943,6871,6.6,12.7,14.7,46878,5647,2013
"8002",29,109,38185,8197,5.7,18.6,19.7,38724,5716,2013
"8003",29,111,10152,2032,5.8,17.5,17.1,41187,1847,2013
"8004",29,113,53860,8482,7.4,11.9,15,54144,6059,2013
"8005",29,115,12368,3046,7.3,19.6,16.6,37773,2625,2013
"8006",29,117,14871,3193,5.5,17.2,16.2,38839,2709,2013
"8007",29,119,22558,3747,6.3,20.7,22.6,35915,2818,2013
"8008",29,121,15544,3744,5.6,18.8,16.6,38110,3024,2013
"8009",29,123,12431,3049,6.1,21.4,18.6,33631,2217,2013
"8010",29,125,9018,2043,5.3,17.5,19.5,40404,1185,2013
"8011",29,127,28904,6135,5.7,16.8,14.2,40981,5008,2013
"8012",29,129,3695,812,4.9,17.6,20.6,38726,606,2013
"8013",29,131,25092,4886,7.9,20.5,18.5,36552,4637,2013
"8014",29,133,14282,2941,8.2,36.3,17.6,31421,2221,2013
"8015",29,135,15748,2679,6.1,14.1,18.3,46123,2097,2013
"8016",29,137,8774,2070,7.3,15.7,19.8,38940,1846,2013
"8017",29,139,11965,2706,7,15.3,18,39750,2303,2013
"8018",29,141,20265,5747,7.7,22,22.8,32761,4503,2013
"8019",29,143,18365,3776,7,23.7,15.9,34927,2593,2013
"8020",29,145,58845,11191,5.6,16.1,19.5,41440,6465,2013
"8021",29,147,23261,3546,5.9,18.5,14.6,41952,3196,2013
"8022",29,149,10996,2755,6.6,26.4,21.8,29464,2052,2013
"8023",29,151,13688,2406,4.9,10.1,15.3,48990,1872,2013
"8024",29,153,9560,2843,7.6,26.2,23.5,30799,2154,2013
"8025",29,155,17823,3948,8.2,31.4,14,28664,2506,2013
"8026",29,157,19072,3700,4.6,12.7,15.2,53798,2871,2013
"8027",29,159,42205,8000,6.1,20.1,20.1,39527,6473,2013
"8028",29,161,44807,8247,5.9,16.4,17.8,38930,6783,2013
"8029",29,163,18669,3604,5.9,19.8,16.8,39499,2897,2013
"8030",29,165,93310,13102,5.9,7.7,10.2,68411,10450,2013
"8031",29,167,30974,6005,6.5,20,17.7,38023,5430,2013
"8032",29,169,53748,5382,7.5,15.1,14.4,49499,4509,2013
"8033",29,171,4875,1253,5.7,17.9,21.6,34106,1057,2013
"8034",29,173,10192,2178,5,11.4,14.6,49393,1251,2013
"8035",29,175,24940,4879,6.5,22.4,15.9,38988,4062,2013
"8036",29,177,23039,4446,7.7,13.2,14.2,52430,3110,2013
"8037",29,179,6599,1684,9,23.3,18.6,32089,1145,2013
"8038",29,181,14032,3487,6.9,23.6,18.5,30843,2425,2013
"8039",29,183,373495,54799,5.6,6.4,9.6,70468,47446,2013
"8040",29,185,9487,2641,7.5,26.4,21.6,30612,1944,2013
"8041",29,186,17778,3548,6.4,12.3,14.2,48266,2691,2013
"8042",29,187,66215,13678,7.6,20.7,15.6,37696,9961,2013
"8043",29,189,1001444,182338,6.5,10.9,12,59284,159176,2013
"8044",29,195,23252,4565,5.5,18.4,16.9,38230,3628,2013
"8045",29,197,4358,978,6.4,21.2,23.6,36029,1012,2013
"8046",29,199,4921,957,4.8,17.6,20.8,36511,776,2013
"8047",29,201,39290,8980,6.4,18.4,14.6,40441,6927,2013
"8048",29,203,8297,2002,8.6,31.5,21.9,26538,1231,2013
"8049",29,205,6177,1416,5.3,17.2,19.4,40420,1290,2013
"8050",29,207,29780,7249,7.1,16.3,17,37689,5411,2013
"8051",29,209,31297,8931,8.9,16.1,22.4,39018,7072,2013
"8052",29,211,6448,1467,5,16.5,21.8,37039,1165,2013
"8053",29,213,53575,11963,8.9,19.7,22.9,34860,9819,2013
"8054",29,215,25636,5390,6.8,25.4,20,34266,4351,2013
"8055",29,217,20949,4331,5.5,21.5,18.2,35090,3477,2013
"8056",29,219,32999,6064,6.9,11.7,15.4,52517,4590,2013
"8057",29,221,25172,4931,9.5,26.2,17.2,33491,3339,2013
"8058",29,223,13404,3575,7.5,26.3,19.3,31208,3057,2013
"8059",29,225,36466,7009,6.4,19.5,20.9,44069,6236,2013
"8060",29,227,2090,525,4.1,15,20,37832,472,2013
"8061",29,229,18473,4795,7.1,29.1,21.1,29605,3808,2013
"8062",29,510,318416,48356,9.1,27.2,18.4,34346,32987,2013
"8063",30,1,9341,2009,4.5,17.1,23,40054,1765,2013
"8064",30,3,13042,1661,15.3,27.6,28,38026,1348,2013
"8065",30,5,6604,1032,5.7,28.2,29.2,35215,846,2013
"8066",30,7,5692,1218,7.2,13.3,23.2,46246,1194,2013
"8067",30,9,10340,2352,4.7,12.6,23.6,46413,2009,2013
"8068",30,11,1174,282,3.4,15.5,29.6,39017,255,2013
"8069",30,13,82384,16022,5.1,15.7,17.9,43674,13458,2013
"8070",30,15,5849,1138,4,21.8,26.8,41177,987,2013
"8071",30,17,11951,2427,3.7,12.8,18.3,43958,2085,2013
"8072",30,19,1791,456,4.4,9.3,16.4,51400,429,2013
"8073",30,21,9445,1680,3.5,11.9,16,50650,1448,2013
"8074",30,23,9329,2276,6.9,17.7,19.7,37542,1830,2013
"8075",30,25,3079,511,2,7.8,15.6,59083,454,2013
"8076",30,27,11501,2830,5.1,14.4,20.7,41111,2507,2013
"8077",30,29,93068,18665,7.9,16.7,21,46885,16422,2013
"8078",30,31,94720,11617,4.4,14,17,56680,10231,2013
"8079",30,33,1290,266,3.7,17.3,32.8,38663,234,2013
"8080",30,35,13739,1797,10.9,31,29.5,33648,1445,2013
"8081",30,37,859,252,4.2,19.6,31,36747,212,2013
"8082",30,39,3138,827,9.5,15.9,26.7,41391,600,2013
"8083",30,41,16568,2719,6.5,18.5,22.3,43244,2250,2013
"8084",30,43,11512,2316,5.1,10.5,17.1,59001,1988,2013
