"","st_fips","cty_fips","pop","mcare_elig","unemp","pct_pov","median_inc","mcare_enroll","year","uninsured"
"411",12,17,145647,57115,5.8,14.4,43147,48381,2017,15.4
"412",12,19,212230,40520,3.8,9.9,65375,33485,2017,11.4
"413",12,21,372880,96075,4.1,11.7,66709,88256,2017,22.8
"414",12,23,69612,15492,4.3,16.5,42097,12004,2017,12.4
"415",12,27,36862,7147,4.4,26.1,37342,5737,2017,23.1
"416",12,29,16673,4116,4.6,24.4,38355,3165,2017,15.8
"417",12,31,937934,157940,4.1,15.1,52105,126569,2017,13.2
"418",12,33,313512,68406,4.1,16.4,48289,54300,2017,11.4
"419",12,35,110510,35786,4.7,12,52713,30949,2017,14.7
"420",12,37,11727,2915,3.6,21.3,40158,2488,2017,17.7
"421",12,39,46071,10071,5.3,23.1,38084,7680,2017,16.3
"422",12,41,17743,3983,4.2,16.1,42880,3142,2017,15.5
"423",12,43,13754,2549,5.2,18.9,42865,2093,2017,25.9
"424",12,45,16160,3807,3.9,21.6,44135,3118,2017,13.5
"425",12,47,14184,2893,4.8,24,35262,2231,2017,15.1
"426",12,49,27411,4492,5.5,23.3,40056,3585,2017,20
"427",12,51,40347,5822,7.2,23.9,38361,4556,2017,26.9
"428",12,53,186553,58801,5.1,14,44710,48037,2017,15.8
"429",12,55,102883,32988,5.6,19.8,37445,28290,2017,18.5
"430",12,57,1408566,226575,3.8,15.5,54741,184823,2017,14.3
"431",12,59,19558,4870,4.8,21.2,40657,3718,2017,15.7
"432",12,61,154383,49983,5,10.6,51797,43976,2017,16.9
"433",12,63,48330,11339,4.4,18,41524,8710,2017,15.2
"434",12,65,14144,3510,4.3,17.7,48163,2918,2017,13.6
"435",12,67,8451,1099,3.7,22.7,41549,871,2017,19.8
"436",12,69,346017,100157,4.1,12.6,51429,85041,2017,15.5
"437",12,71,739224,186349,4,11.8,54198,162641,2017,18.6
"438",12,73,290292,42765,3.9,18,51716,36016,2017,10.8
"439",12,75,40355,11620,4.3,20.8,37272,9246,2017,18
"440",12,77,8242,1382,4.5,23,41308,1007,2017,14.7
"441",12,79,18449,4306,4.4,28.3,37256,3361,2017,14.2
"442",12,81,385571,97444,3.9,10.8,55189,84439,2017,16.1
"443",12,83,354353,112562,5,16.2,43772,94424,2017,15.4
"444",12,85,159923,46404,4.1,10.9,58344,40510,2017,17
"445",12,86,2751796,457469,4.8,16.7,49758,402957,2017,20
"446",12,87,77013,17570,3.3,11.8,63009,14946,2017,20.3
"447",12,89,82721,20347,3.8,9.1,70590,17351,2017,12.5
"448",12,91,202970,39651,3.4,10.9,60798,32907,2017,13.5
"449",12,93,41605,8471,4.2,21.8,42524,6652,2017,22.5
"450",12,95,1348975,183476,3.6,15.3,54021,145565,2017,15.7
"451",12,97,352180,58485,4.2,14,49284,43747,2017,16.2
"452",12,99,1471150,313911,4.1,11.8,60059,285148,2017,17.4
"453",12,101,525643,129812,4.4,13,51247,105018,2017,14.9
"454",12,103,970637,242033,3.7,12.2,51488,203105,2017,14.3
"455",12,105,686483,151105,4.6,16.1,48328,122265,2017,15.8
"456",12,107,73464,19323,5.3,26.3,34390,15177,2017,17.2
"457",12,109,243812,51725,3.3,8.3,77022,45431,2017,10.6
"458",12,111,313506,76213,5.1,12.8,49995,63379,2017,16.9
"459",12,113,174272,33499,3.8,10.2,65434,27048,2017,12.5
"460",12,115,419119,138627,3.8,9.2,58423,124764,2017,16.3
"461",12,117,462659,78899,3.6,11.2,63865,66200,2017,10.1
"462",12,119,125165,70452,6,9.1,57931,65129,2017,11.9
"463",12,121,44190,11113,4.3,20.3,44144,8932,2017,17.2
"464",12,123,21833,4897,4.5,23.8,41557,3930,2017,14.9
"465",12,125,15517,2145,3.6,22.2,47373,1600,2017,12.7
"466",12,127,538692,143715,4.3,15.2,46911,121312,2017,14.6
"467",12,129,32120,5940,3.5,12.9,55717,4780,2017,12.4
"468",12,131,68376,14566,3.6,15.9,52922,12004,2017,17.6
"469",12,133,24567,5567,4.3,21.1,36052,4212,2017,16.6
"470",12,1,269956,45942,3.3,19.8,51026,37003,2018,11.6
"471",12,3,28355,5132,3.4,15.4,52804,3718,2018,11.5
"472",12,5,185287,40969,4,13.4,51777,31009,2018,15
"473",12,7,27732,5994,3.3,19.5,45075,4507,2018,13.5
"474",12,9,596849,160561,3.5,11,57612,130846,2018,13.4
"475",12,11,1951260,339035,3.4,12.6,57200,280551,2018,16.8
"476",12,13,14587,2987,4.1,21.3,38323,2294,2018,14.9
"477",12,15,184998,72501,4,11.1,52724,59725,2018,15.9
"478",12,17,147929,61190,5.2,15.2,41556,49825,2018,15.3
"479",12,19,216072,44339,3.3,8.8,62835,35194,2018,12.4
"480",12,21,378488,103980,3.4,10.6,70649,91257,2018,22.6
"481",12,23,70503,16625,3.7,17.3,46195,12556,2018,13.2
"482",12,27,37489,7750,3.8,26.1,37233,5852,2018,24.6
"483",12,29,16700,4377,4.2,24.7,37148,3175,2018,15.9
"484",12,31,950181,168772,3.6,14.5,55733,131961,2018,14.2
"485",12,33,315534,72412,3.5,14.7,50644,56054,2018,12.9
"486",12,35,112067,38818,4,10.3,58975,32153,2018,15.2
"487",12,37,11736,3192,3.5,22.8,40297,2615,2018,17.1
"488",12,39,45894,10708,4.6,23.6,42259,8007,2018,15.4
"489",12,41,18256,4265,3.8,16.8,42186,3247,2018,16.1
"490",12,43,13724,2791,4,20.1,38680,2152,2018,25.9
"491",12,45,16164,4124,4.4,20.3,45426,3216,2018,12.7
"492",12,47,14310,3066,4.2,27.6,36299,2285,2018,14.9
"493",12,49,27245,4765,5.3,27,39169,3646,2018,19
"494",12,51,41556,6311,6.1,24,44391,4747,2018,27.2
"495",12,53,190865,62695,4.5,14.1,45884,48824,2018,15.7
"496",12,55,105424,35358,4.8,20.8,39994,28728,2018,19.4
"497",12,57,1436888,243599,3.4,14.7,58361,192164,2018,14.7
"498",12,59,19477,5142,4,23.9,38040,3795,2018,17.4
"499",12,61,157413,54244,4.3,10.7,58228,45894,2018,18.2
"500",12,63,48305,11797,4,23.5,39545,8889,2018,14.8
"501",12,65,14288,3750,3.7,17.9,46332,3038,2018,14
"502",12,67,8732,1166,3.2,21,42689,888,2018,19.4
"503",12,69,356495,109243,3.5,11.5,52447,88629,2018,15.3
"504",12,71,754610,201905,3.4,12.1,56343,168556,2018,19.3
"505",12,73,292502,46138,3.3,20.7,51046,37880,2018,11.7
"506",12,75,40770,12577,3.8,16.1,39037,9585,2018,18.1
"507",12,77,8457,1439,3.8,23.8,40814,1030,2018,13.7
"508",12,79,18529,4544,3.9,22.8,38249,3504,2018,15.3
"509",12,81,394855,105708,3.4,10.4,59587,87928,2018,17.1
"510",12,83,359977,120523,4.3,15.1,44517,97250,2018,17.6
"511",12,85,160912,49510,3.5,10.7,61592,41443,2018,16
"512",12,86,2761581,479710,3.9,16,52043,413798,2018,19.5
"513",12,87,75027,19255,2.6,12,67094,15148,2018,19.6
"514",12,89,85832,22208,3.2,10.4,66898,18385,2018,11.3
"515",12,91,207269,42952,2.9,12.7,62779,34021,2018,13.2
"516",12,93,41537,9048,3.7,21.5,42258,6771,2018,22.3
"517",12,95,1380645,199305,3.2,15.6,58037,150917,2018,14.8
"518",12,97,367990,65381,3.6,13.4,50473,45691,2018,15.1
"519",12,99,1485941,332695,3.6,12.2,61735,291267,2018,17.9
"520",12,101,539630,139976,3.8,12.6,53788,107722,2018,14.8
"521",12,103,975280,256538,3.3,11.7,52226,207895,2018,15.2
"522",12,105,708009,162817,4.1,15.7,51354,126253,2018,15.4
"523",12,107,74163,20511,4.8,18.8,39578,15604,2018,18.1
"524",12,109,254261,57143,2.9,6.6,81925,48427,2018,10.8
"525",12,111,321128,82496,4.4,12.1,53377,66034,2018,17.9
"526",12,113,179349,36450,3.3,9.5,69541,28403,2018,11.9
"527",12,115,426718,149430,3.4,10.3,61652,129240,2018,16.6
"528",12,117,467832,85484,3.2,9.9,67187,68500,2018,12.6
"529",12,119,128754,76385,5.1,9.3,55324,67984,2018,12.1
"530",12,121,44191,11787,3.7,19.3,38525,9139,2018,18.1
"531",12,123,21623,5135,3.8,21.6,42307,4017,2018,14.2
"532",12,125,14940,2278,3.4,20.6,45906,1670,2018,13.6
"533",12,127,547538,153435,3.7,13.2,50285,124946,2018,15.6
"534",12,129,32461,6439,3.1,11.9,58203,5057,2018,12.4
"535",12,131,71375,16267,3.1,11.4,60973,12785,2018,16.9
"536",12,133,24880,5909,3.8,22.8,39225,4352,2018,15.7
